source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/pro-hitler-and-holocaust-denier-account-x-has-paid-me-3000-ad-revenue-sharing
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/cable-news/tiktok-trend-allegedly-went-viral-received-more-coverage-cable-news-many-trumps-recent
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/right-wing-media-attack-speaker-mike-johnson-and-house-republicans-over-government
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/x-placing-ads-mlb-nfl-and-pittsburgh-steelers-antisemitic-and-holocaust-denial-accounts
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-anchor-and-climate-contrarian-defend-trumps-unhinged-comments-about-whales-and
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-spent-only-4-minutes-trumps-vermin-rant-repeatedly-downplaying-remarks
https://www.mediamatters.org/	https://www.mediamatters.org/clay-travis/right-wing-media-downplay-and-justify-trumps-vermin-comments
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/linda-yaccarino-again-claims-advertisers-are-returning-x-here-are-facts
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/x-placing-ads-amazon-nba-mexico-nbcuniversal-and-others-next-content-white-nationalist
https://www.mediamatters.org/	https://www.mediamatters.org/rumble/rumble-profiting-creators-who-spread-antisemitism
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/stew-peters/rumble-host-and-x-influencer-stew-peters-calls-shooting-catholic-charities-workers
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/musk-endorses-antisemitic-conspiracy-theory-x-has-been-placing-ads-apple-bravo-ibm-oracle
https://www.mediamatters.org/	https://www.mediamatters.org/jesse-watters/right-wing-media-ramp-islamophobia-spread-paranoia-about-all-muslims
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/report-hamas-intentionally-taking-advantage-weak-content-moderation-x
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/its-antisemitism-stupid
https://www.mediamatters.org/	https://www.mediamatters.org/carriage-fees/foxs-lachlan-murdoch-promises-use-sports-raise-your-cable-bill-learn-how-fight-back
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/rumble/donald-trump-praises-rumble-letting-him-claim-election-was-rigged-and-criticizes-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson
https://www.mediamatters.org/	https://www.mediamatters.org/crime-and-criminal-justice/bomb-threat-and-hate-speech-against-library-follow-targeted-harassment
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/angelo-carusone-msnbc-describes-how-elon-musks-own-conduct-blame-advertiser-exodus-x-rot
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/angelo-carusone-responds-elon-musks-legal-threat-over-media-matters-reporting
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/right-wing-media-are-pushing-irresistible-electric-tucker-carlson-trumps-vp
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/matt-walsh-flouted-youtube-guidelines-anti-lgbtq-hate-after-being-stripped-advertiser
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/tim-pool/paul-pelosi-attacker-was-fan-tim-pool-glenn-beck-others-right-wing-media
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/cable-news/national-broadcast-and-cable-networks-are-barely-covering-trumps-recent-gaffes-and
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-laura-ingraham-says-parts-america-have-been-lost-open-border
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/rumble/rumble-ceo-chris-pavlovski-has-repeatedly-interacted-and-praised-far-right-and-antisemitic
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/elon-musk-reinstates-two-anti-muslim-extremists-x-ceo-linda-yaccarino-attempts-woo-back
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/200-things-fox-news-has-labeled-woke
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/virulent-antisemite-tells-jeanine-pirro-2nd-amendment-needed-take-care-these-vermin-who
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/twitter/elon-musks-x-hits-tipping-point-widespread-condemnation-misinformation-about-hamas-attack
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/elon-musk-praises-antisemitic-replacement-theory-motivated-mass-shooting-actual-truth
https://www.mediamatters.org/	https://www.mediamatters.org/white-nationalism/white-nationalist-and-holocaust-denier-vincent-james-foxx-praises-elon-musks
https://www.mediamatters.org/	https://www.mediamatters.org/carriage-fees/new-report-examines-how-fox-corp-leverages-sports-and-entertainment-force-cable
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-brit-hume-worrying-about-climate-change-almost-luxury
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/rumble/rumble-right-wing-creators-use-violence-israel-and-gaza-spread-antisemitic-anti-muslim-and
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/new-lawsuit-sheds-further-light-foxs-lies-and-distortions-about-2020-election-and-january
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/elon-musk-lights-his-tiki-torch
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_pY96yoZwW7Y-TMXHYh7SzaHemOMBGdzmMeteSMgje0U.css
https://www.mediamatters.org/	https://www.mediamatters.org/elon-musk/far-right-figures-and-white-nationalists-celebrate-elon-musks-antisemitic-post-what-we
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/false-premise-heart-sean-hannitys-gop-abortion-strategy
https://www.mediamatters.org/	https://www.mediamatters.org/laura-loomer/trump-jr-says-he-wants-self-described-islamophobe-laura-loomer-white-house-press
https://www.mediamatters.org/	https://www.mediamatters.org/antisemitism
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_landscape.png
https://regex101.com/	mailto:contact@regex101.com
https://regex101.com/	https://web.libera.chat/?nick=re101-mau-?&amp;chan=#regex
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_portrait.png
https://regex101.com/	https://www.paypal.com/donate/?hosted_button_id=83QZGPDJEX4MN
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_portrait.png
https://regex101.com/	https://github.com/firasdib/Regex101/issues
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/changelog.md
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_portrait.png
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_landscape.png
https://regex101.com/	https://regex101.com/static/bundle.130a4ec47225c8ad610e.css
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_landscape.png
https://regex101.com/	https://regex101.com/static/assets/flavors.md
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	https://regex101.com/static/quickref.4b83f44838633e3c70e8.chunk.js
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	http://whatismarkdown.com/
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_portrait.png
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_landscape.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/settings
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_landscape.png
https://regex101.com/	https://github.com/firasdib/Regex101/wiki
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_portrait.png
https://regex101.com/	https://discord.gg/wUA6F6YqSs
https://regex101.com/	https://regex101.com/static/653.8eb7aa021aa1417c05e6.css
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_portrait.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.eenews.net/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/column-on-politics
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/the-recast
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/foreign-affairs
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/resource/0000017e-7fd1-d4e5-adfe-7ff9f1280001/styleguide/assets/css/style-core.js.b3d317efb1e60e48d6ec82b01927c270.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/uk
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/power-play-podcast/?cid=mkt_powerplay_NL
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2023/11/16/opinion/why-voters-arent-buying-bidens-boasts-about-bidenomics.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/womenrule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/11/19/the-rise-of-menendez-nemesis-tammy-murphy-00127873
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://pressroom.aboutschwab.com/press-releases/press-release/2023/Schwab-Survey-Trader-Sentiment-Turns-Bearish-for-the-Fourth-Quarter-but-Remains-More-Bullish-Compared-to-a-Year-Ago/default.aspx
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2024-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/global-playbook?cid=globalplaybook_morningmoney
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/west-wing-playbook
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/572358420;381492724;l
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/legal
https://www.politico.com/tipsheets/morning-money	https://twitter.com/intent/tweet?url=https://politi.co/46fco4d&amp;text=Why the FDIC mess matters to Wall Street&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/politicopicks.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/sharer/sharer.php?u=https://politi.co/46fco4d
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/11/15/fed-fight-00127271
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/zachary-warmbrodt
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2023/11/19/biden-biggest-vulnerability-00127937
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/immigration
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#255f5244574847574a415165554a494c514c464a0b464a48
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/11/13/lot-of-uncertainty-consumers-more-alarmed-about-inflation-00126768
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/california
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/572358414;381492718;r
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2023/11/14/a-cbdc-call-to-action-00126990
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/572358417;381492721;o
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
